	Group	A1_FB_ShallowInflow	A3_1mMystic	A4_3mMystic	A5_5mMystic	A6_7mMystic	A7_9mMystic	A8_11mMystic	B1_13mMystic	B2_15mMystic	B3_17mMystic	B4_19mMystic	B5_20mMystic	B6_21mMystic	B7_22mMystic	B9_PosControlEColiMystic	H2_PosControlEBAlly	H3_PosControlEMAlly	Kingdom	Phylum	Class	Order	Family	Genus
seq759	Bin 14	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.40952155024604536	0.33322533785944136	0.19081961596571051	0.0	0.066433495928802919	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria			
Bin 74	Bin 74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.044159574092665119	0.19481576455835115	0.28236023237576019	0.2246417937857482	0.21073208519220343	0.020814419612276262	0.022476130382995549	0.0	Bacteria					
seq1103	Bin 74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042229915600702529	0.18821436522037246	0.11026700184627883	0.20819643705241458	0.45109228028023157	0.0	0.0	0.0	Bacteria					
seq1186	Bin 74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31140612649815302	0.26757859758359814	0.21050763795912442	0.21050763795912442	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
seq1233	Bin 74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08554564428432794	0.22051766082182311	0.34696834744692451	0.34696834744692451	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria			
seq669	Bin 74	0.0	0.0	0.0	0.0	0.0	0.0	0.010326185784324784	0.015383187726648222	0.14305384764908538	0.210258719055294	0.14714814742662818	0.15971167346422332	0.20417685528096732	0.10994138361282857	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq958	Bin 74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22889164054770161	0.076459548012742878	0.12391719850341086	0.3194310005865702	0.12565030617478723	0.12565030617478723	0.0	0.0	0.0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix
seq969	Bin 74	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.080975915546098065	0.21639521260829611	0.14028379300124025	0.13560766656786558	0.14224580409216667	0.28449160818433333	0.0	0.0	0.0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix
Bin 75	Bin 75	0.087267455074828346	0.20239059957872449	0.20680117486290303	0.067622833153221956	0.21760422131096499	0.12397519411424029	0.061620806541989259	0.019624214143711405	0.0	0.0040115240006148647	0.0	0.0	0.0042961700930677343	0.0047858071257335429	0.0	0.0	0.0	Bacteria					
seq113	Bin 75	0.11312428405235707	0.12720979801996574	0.42458335183287266	0.0	0.086489201299288859	0.17343723125268537	0.075156133542830322	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	
seq13	Bin 75	0.31114942462778411	0.17494588271873465	0.29195514193970651	0.0	0.11894468745691746	0.0	0.051679415929557243	0.051325447327300003	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Propionibacteriaceae	
seq16	Bin 75	0.13462619064561779	0.27250017266089643	0.26948550023607648	0.10014663860124463	0.034309496557833809	0.041280603816003757	0.0059627538845338762	0.0059219131045028222	0.0041302514964526053	0.0	0.01788826165360163	0.023055981686864322	0.036276894262548758	0.05441534139382314	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq24	Bin 75	0.11149698458058198	0.19376890174899161	0.26630271523791893	0.045240615716094335	0.077495499143309735	0.12432169199436002	0.080809099796334022	0.040127806405713812	0.037316304046077817	0.0	0.010101137474541753	0.013019243856076036	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales	Geodermatophilaceae	Blastococcus
seq41	Bin 75	0.11615094159289531	0.26122663128674511	0.21797157221004382	0.0648023593056887	0.044401616561305216	0.17807757093022145	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.11736930811310051	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq47	Bin 75	0.065371499680199494	0.1225185694395438	0.0	0.14588697612029075	0.21657912195635756	0.15033710934411926	0.10133834778011001	0.12939974936697021	0.02005558748150494	0.026797678592308728	0.021715360238595004	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	Sediminibacterium
seq48	Bin 75	0.087192436200434598	0.24512270488254476	0.32725472807695588	0.0	0.099994500245736501	0.13367965019589176	0.057927848418219768	0.028765541166581733	0.020062590813635033	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Acidimicrobiales		
seq51	Bin 75	0.096778497223259957	0.28295471911890091	0.26637129235735357	0.064793017059896818	0.014798405130964087	0.074188290974859752	0.090015126382829824	0.012771226345900513	0.0	0.047606784165995113	0.0	0.049722641240039334	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
seq87	Bin 75	0.16884126224556931	0.13561735627840335	0.15088164746125396	0.0538280472023933	0.22129308294317246	0.12943003922803589	0.032049343046942222	0.063659653997350976	0.044399567596878554	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	
seq90	Bin 75	0.035636451140106301	0.080147349256737124	0.17833652605178735	0.0	0.16347514888080505	0.21854502662049272	0.26043282338942048	0.047027097623245293	0.016399577037405605	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq91	Bin 75	0.15719192182573949	0.23568594245208152	0.13110668227312761	0.0	0.060090562708516815	0.040166636081024498	0.10443325381066371	0.017286326258614426	0.036169160356400248	0.0	0.07832494035799778	0.033650715116769418	0.0	0.1058938587590646	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria	Actinomycetales		
Bin 67	Bin 67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.049514634634157888	0.084800487512891404	0.2216939230447795	0.24098748284999022	0.21190792891697779	0.19109554304120321	0.0	0.0	0.0	Bacteria					
seq1103	Bin 67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042229915600702529	0.18821436522037246	0.11026700184627883	0.20819643705241458	0.45109228028023157	0.0	0.0	0.0	Bacteria					
seq1186	Bin 67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31140612649815302	0.26757859758359814	0.21050763795912442	0.21050763795912442	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
seq1233	Bin 67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08554564428432794	0.22051766082182311	0.34696834744692451	0.34696834744692451	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria			
seq186	Bin 67	0.0	0.0070802660027932595	0.0	0.042153552804274928	0.0048138316474017661	0.048266004316123816	0.016732214829589587	0.12463207963821012	0.19992732010753644	0.10066029240566927	0.075294966733153154	0.11322132034688955	0.16542076024707889	0.10179739092127932	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq465	Bin 67	0.0	0.0	0.0	0.0	0.091214144968950001	0.030485364101028381	0.0	0.15743811323407808	0.10980556305179331	0.097812615030533623	0.11889291999401069	0.15323976354783603	0.08037050535725665	0.1607410107145133	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq669	Bin 67	0.0	0.0	0.0	0.0	0.0	0.0	0.010326185784324784	0.015383187726648222	0.14305384764908538	0.210258719055294	0.14714814742662818	0.15971167346422332	0.20417685528096732	0.10994138361282857	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq846	Bin 67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.043749283434172677	0.12205214104565372	0.24462365290426766	0.066076503945405637	0.25549581525556847	0.26800260341493193	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq912	Bin 67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24412371034777011	0.10873027666553166	0.17621803459586166	0.11356273340622196	0.17868262249230726	0.17868262249230726	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq958	Bin 67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22889164054770161	0.076459548012742878	0.12391719850341086	0.3194310005865702	0.12565030617478723	0.12565030617478723	0.0	0.0	0.0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix
seq964	Bin 67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.19540426426627044	0.0	0.31736347748073573	0.27269750657603958	0.0	0.21453475167695424	0.0	0.0	0.0	Bacteria					
seq969	Bin 67	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.080975915546098065	0.21639521260829611	0.14028379300124025	0.13560766656786558	0.14224580409216667	0.28449160818433333	0.0	0.0	0.0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix
Bin 55	Bin 55	0.0	0.0	0.0	0.0	0.0	0.47454996348910145	0.41277422859702895	0.11267580791386955	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq197	Bin 55	0.0	0.088830401481395607	0.0	0.0	0.18118581889459262	0.36333283576740588	0.26240704805423759	0.10424389580236836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Cryptomonadaceae
seq412	Bin 55	0.0	0.0	0.0	0.0	0.21095888520865544	0.42303691569693241	0.27497399520300608	0.09103020389140612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq482	Bin 55	0.0	0.0	0.0	0.0	0.15443501956180655	0.30968932304701791	0.40259611996112332	0.13327953743005225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq492	Bin 55	0.0	0.0	0.0	0.0	0.17818319311844219	0.35731165516589469	0.46450515171566314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Isosphaera
seq518	Bin 55	0.0	0.0	0.0	0.0	0.080562632753613181	0.24232898021909111	0.42003689904642461	0.20857996699223139	0.048491520988639784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
seq532	Bin 55	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
seq554	Bin 55	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	
seq591	Bin 55	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae			
seq595	Bin 55	0.0	0.0	0.0	0.0	0.0	0.22417852390213944	0.58286416214556247	0.19295731395229809	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	
seq596	Bin 55	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	
seq619	Bin 55	0.0	0.0	0.0	0.0	0.0	0.63380281690140849	0.36619718309859156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq627	Bin 55	0.0	0.0	0.0	0.0	0.0	0.31608573284260666	0.5478819369271849	0.13603233023020855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq630	Bin 55	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq631	Bin 55	0.0	0.0	0.0	0.0	0.0	0.36585365853658536	0.63414634146341464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq634	Bin 55	0.0	0.0	0.0	0.0	0.0	0.36585365853658536	0.63414634146341464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus
seq639	Bin 55	0.0	0.0	0.0	0.0	0.0	0.36585365853658536	0.63414634146341464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Subdivision3			
seq7	Bin 55	0.040003039372801447	0.067475943844783753	0.050047092548656351	0.0	0.07646083583822498	0.21465821923389208	0.35878588071950535	0.11877614772677689	0.0	0.073792840715359256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera
Bin 31	Bin 31	0.0	0.0	0.0	0.013999833190091078	0.090100418978616009	0.40424518336387999	0.37208629632441281	0.085318078900919386	0.015275121638581154	0.0058134900535123995	0.0	0.0	0.0062259984236461173	0.0069355791263410798	0.0	0.0	0.0	Bacteria					
seq197	Bin 31	0.0	0.088830401481395607	0.0	0.0	0.18118581889459262	0.36333283576740588	0.26240704805423759	0.10424389580236836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Cryptomonadaceae
seq293	Bin 31	0.0	0.0	0.26187829952764657	0.0	0.0	0.32092247846624067	0.41719922200611287	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
seq412	Bin 31	0.0	0.0	0.0	0.0	0.21095888520865544	0.42303691569693241	0.27497399520300608	0.09103020389140612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq421	Bin 31	0.0	0.0	0.0	0.0	0.27336935606830404	0.21927557897892611	0.38007767023013861	0.094368599629058386	0.032908795093572911	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Actinobacteria	Actinobacteria			
seq482	Bin 31	0.0	0.0	0.0	0.0	0.15443501956180655	0.30968932304701791	0.40259611996112332	0.13327953743005225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq492	Bin 31	0.0	0.0	0.0	0.0	0.17818319311844219	0.35731165516589469	0.46450515171566314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Isosphaera
seq518	Bin 31	0.0	0.0	0.0	0.0	0.080562632753613181	0.24232898021909111	0.42003689904642461	0.20857996699223139	0.048491520988639784	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
seq532	Bin 31	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
seq554	Bin 31	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	
seq591	Bin 31	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae			
seq596	Bin 31	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	
seq619	Bin 31	0.0	0.0	0.0	0.0	0.0	0.63380281690140849	0.36619718309859156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq627	Bin 31	0.0	0.0	0.0	0.0	0.0	0.31608573284260666	0.5478819369271849	0.13603233023020855	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq630	Bin 31	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq631	Bin 31	0.0	0.0	0.0	0.0	0.0	0.36585365853658536	0.63414634146341464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq634	Bin 31	0.0	0.0	0.0	0.0	0.0	0.36585365853658536	0.63414634146341464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	Opitutus
seq639	Bin 31	0.0	0.0	0.0	0.0	0.0	0.36585365853658536	0.63414634146341464	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Subdivision3			
seq7	Bin 31	0.040003039372801447	0.067475943844783753	0.050047092548656351	0.0	0.07646083583822498	0.21465821923389208	0.35878588071950535	0.11877614772677689	0.0	0.073792840715359256	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Rhodocyclales	Rhodocyclaceae	Thauera
Bin 61	Bin 61	0.0	0.0	0.0	0.0	0.043631042288280977	0.55101504794624701	0.25946270709894909	0.018362310510771526	0.0	0.01126070814065804	0.02207915281959839	0.043201179802682163	0.024119470571904514	0.026868380820908342	0.0	0.0	0.0	Bacteria					
seq197	Bin 61	0.0	0.088830401481395607	0.0	0.0	0.18118581889459262	0.36333283576740588	0.26240704805423759	0.10424389580236836	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Cyanobacteria/Chloroplast	Chloroplast	Chloroplast	Chloroplast	Cryptomonadaceae
seq412	Bin 61	0.0	0.0	0.0	0.0	0.21095888520865544	0.42303691569693241	0.27497399520300608	0.09103020389140612	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria					
seq414	Bin 61	0.0	0.0	0.0	0.0	0.29071560764959903	0.58297347316471315	0.12631091918568788	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq482	Bin 61	0.0	0.0	0.0	0.0	0.15443501956180655	0.30968932304701791	0.40259611996112332	0.13327953743005225	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq492	Bin 61	0.0	0.0	0.0	0.0	0.17818319311844219	0.35731165516589469	0.46450515171566314	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Planctomycetes	Planctomycetia	Planctomycetales	Planctomycetaceae	Isosphaera
seq532	Bin 61	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Flavobacteriaceae	Flavobacterium
seq543	Bin 61	0.0	0.0	0.0	0.0	0.0	0.77586206896551724	0.22413793103448276	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes				
seq554	Bin 61	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Opitutales	Opitutaceae	
seq591	Bin 61	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae			
seq596	Bin 61	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Sphingobacteriia	Sphingobacteriales	Chitinophagaceae	
seq619	Bin 61	0.0	0.0	0.0	0.0	0.0	0.63380281690140849	0.36619718309859156	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Verrucomicrobia	Opitutae	Puniceicoccales	Puniceicoccaceae	
seq630	Bin 61	0.0	0.0	0.0	0.0	0.0	0.5357142857142857	0.46428571428571436	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
Bin 54	Bin 54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.1007058632130256	0.22863385513683884	0.27790327344935417	0.21570331757509445	0.17705369062568704	0.0	0.0	0.0	Bacteria					
seq1186	Bin 54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31140612649815302	0.26757859758359814	0.21050763795912442	0.21050763795912442	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
seq1233	Bin 54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08554564428432794	0.22051766082182311	0.34696834744692451	0.34696834744692451	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria			
seq465	Bin 54	0.0	0.0	0.0	0.0	0.091214144968950001	0.030485364101028381	0.0	0.15743811323407808	0.10980556305179331	0.097812615030533623	0.11889291999401069	0.15323976354783603	0.08037050535725665	0.1607410107145133	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq669	Bin 54	0.0	0.0	0.0	0.0	0.0	0.0	0.010326185784324784	0.015383187726648222	0.14305384764908538	0.210258719055294	0.14714814742662818	0.15971167346422332	0.20417685528096732	0.10994138361282857	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
seq912	Bin 54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.24412371034777011	0.10873027666553166	0.17621803459586166	0.11356273340622196	0.17868262249230726	0.17868262249230726	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq958	Bin 54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.22889164054770161	0.076459548012742878	0.12391719850341086	0.3194310005865702	0.12565030617478723	0.12565030617478723	0.0	0.0	0.0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix
seq969	Bin 54	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.080975915546098065	0.21639521260829611	0.14028379300124025	0.13560766656786558	0.14224580409216667	0.28449160818433333	0.0	0.0	0.0	Bacteria	Acidobacteria	Holophagae	Holophagales	Holophagaceae	Geothrix
Bin 32	Bin 32	0.0	0.0	0.0	0.0	0.28959509154759083	0.35747920172612208	0.30069256476553186	0.052233141960755368	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales		
seq401	Bin 32	0.0	0.0	0.0	0.0	0.40320855614973261	0.34652406417112303	0.25026737967914442	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	Bacteria	Bacteroidetes	Flavobacteriia	Flavobacteriales	Cryomorphaceae	Fluviicola
Bin 84	Bin 84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.036037893125396805	0.096008501099863031	0.2285847631926605	0.2455547476406349	0.20564197100267692	0.18817212393876778	0.0	0.0	0.0	Bacteria					
seq1103	Bin 84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.042229915600702529	0.18821436522037246	0.11026700184627883	0.20819643705241458	0.45109228028023157	0.0	0.0	0.0	Bacteria					
seq1186	Bin 84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.31140612649815302	0.26757859758359814	0.21050763795912442	0.21050763795912442	0.0	0.0	0.0	Bacteria	Proteobacteria	Gammaproteobacteria	Methylococcales	Methylococcaceae	Methylobacter
seq1233	Bin 84	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	0.08554564428432794	0.22051766082182311	0.34696834744692451	0.34696834744692451	0.0	0.0	0.0	Bacteria	Proteobacteria	Deltaproteobacteria			
seq186	Bin 84	0.0	0.0070802660027932595	0.0	0.042153552804274928	0.0048138316474017661	0.048266004316123816	0.016732214829589587	0.12463207963821012	0.19992732010753644	0.10066029240566927	0.075294966733153154	0.11322132034688955	0.16542076024707889	0.10179739092127932	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria	Burkholderiales	Comamonadaceae	Rhodoferax
seq465	Bin 84	0.0	0.0	0.0	0.0	0.091214144968950001	0.030485364101028381	0.0	0.15743811323407808	0.10980556305179331	0.097812615030533623	0.11889291999401069	0.15323976354783603	0.08037050535725665	0.1607410107145133	0.0	0.0	0.0	Bacteria	Proteobacteria	Betaproteobacteria			
